STT,Mã kiểm tra,Trạng thái,Số lượng HS tìm thấy,Đánh giá trùng lặp,Tóm tắt đối chiếu,Ký hiệu hồ sơ (HS 1),Mã hệ thống (HS 1),Tiêu đề hồ sơ (HS 1),Năm (HS 1),Thời hạn bảo quản (HS 1),Link chi tiết (HS 1),Nội dung chi tiết tất cả hồ sơ quét được,Ghi chú / Lỗi
144,"H31.05.02.H31.09.2014.424",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2014.424","H31.09.2014.002380","Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 01 - 52)",2014,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2380/index.aspx?am=0,1,2&rf=639253255552575854","[HS 1] Ký hiệu: H31.05.02.H31.09.2014.424 | Mã HT: H31.09.2014.002380 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 01 - 52) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2014.424 | Mã HT: H31.09.2014.002557 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 01 - 52) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2014.424 | Mã HT: H31.09.2014.002734 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 01 - 52) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2014.424 | Mã HT: H31.09.2014.005713 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 01 - 52) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2014.424 | Mã HT: H31.09.2014.008692 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Tờ trình của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 01 - 52)",""
145,"H31.05.02.H31.09.2014.425",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2014.425","H31.09.2014.002381","Tờ trình; Sở Xây dựng tỉnh Hưng Yên; Năm 2014",2014,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2381/index.aspx?am=0,1,2&rf=639253255560075276","[HS 1] Ký hiệu: H31.05.02.H31.09.2014.425 | Mã HT: H31.09.2014.002381 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tờ trình; Sở Xây dựng tỉnh Hưng Yên; Năm 2014 ; [HS 2] Ký hiệu: H31.05.02.H31.09.2014.425 | Mã HT: H31.09.2014.002558 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tờ trình; Sở Xây dựng tỉnh Hưng Yên; Năm 2014 ; [HS 3] Ký hiệu: H31.05.02.H31.09.2014.425 | Mã HT: H31.09.2014.002735 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tờ trình; Sở Xây dựng tỉnh Hưng Yên; Năm 2014 ; [HS 4] Ký hiệu: H31.05.02.H31.09.2014.425 | Mã HT: H31.09.2014.005714 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tờ trình; Sở Xây dựng tỉnh Hưng Yên; Năm 2014 ; [HS 5] Ký hiệu: H31.05.02.H31.09.2014.425 | Mã HT: H31.09.2014.008693 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tờ trình; Sở Xây dựng tỉnh Hưng Yên; Năm 2014",""
146,"H31.05.02.H31.09.2014.426",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2014.426","H31.09.2014.002382","Hồ sơ Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2014
(từ số 01 - 76)",2014,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2382/index.aspx?am=0,1,2&rf=639253255568044221","[HS 1] Ký hiệu: H31.05.02.H31.09.2014.426 | Mã HT: H31.09.2014.002382 | Năm: 2014 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2014
(từ số 01 - 76) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2014.426 | Mã HT: H31.09.2014.002559 | Năm: 2014 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2014
(từ số 01 - 76) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2014.426 | Mã HT: H31.09.2014.002736 | Năm: 2014 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2014
(từ số 01 - 76) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2014.426 | Mã HT: H31.09.2014.005715 | Năm: 2014 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2014
(từ số 01 - 76) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2014.426 | Mã HT: H31.09.2014.008694 | Năm: 2014 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2014
(từ số 01 - 76)",""
147,"H31.05.02.H31.09.2014.427",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2014.427","H31.09.2014.002383","Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 77 - 120)",2014,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2383/index.aspx?am=0,1,2&rf=639253255575701108","[HS 1] Ký hiệu: H31.05.02.H31.09.2014.427 | Mã HT: H31.09.2014.002383 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 77 - 120) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2014.427 | Mã HT: H31.09.2014.002560 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 77 - 120) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2014.427 | Mã HT: H31.09.2014.002737 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 77 - 120) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2014.427 | Mã HT: H31.09.2014.005716 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 77 - 120) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2014.427 | Mã HT: H31.09.2014.008695 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 77 - 120)",""
148,"H31.05.02.H31.09.2014.428",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2014.428","H31.09.2014.002384","Hồ sơ Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2014 ( từ số 121 - 197a)",2014,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2384/index.aspx?am=0,1,2&rf=639253255583356975","[HS 1] Ký hiệu: H31.05.02.H31.09.2014.428 | Mã HT: H31.09.2014.002384 | Năm: 2014 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2014 ( từ số 121 - 197a) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2014.428 | Mã HT: H31.09.2014.002561 | Năm: 2014 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2014 ( từ số 121 - 197a) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2014.428 | Mã HT: H31.09.2014.002738 | Năm: 2014 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2014 ( từ số 121 - 197a) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2014.428 | Mã HT: H31.09.2014.005717 | Năm: 2014 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2014 ( từ số 121 - 197a) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2014.428 | Mã HT: H31.09.2014.008696 | Năm: 2014 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên năm 2014 ( từ số 121 - 197a)",""
149,"H31.05.02.H31.09.2014.429",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2014.429","H31.09.2014.002385","Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên  năm 2014 (từ số 197 - 276)",2014,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2385/index.aspx?am=0,1,2&rf=639253255591170126","[HS 1] Ký hiệu: H31.05.02.H31.09.2014.429 | Mã HT: H31.09.2014.002385 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên  năm 2014 (từ số 197 - 276) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2014.429 | Mã HT: H31.09.2014.002562 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên  năm 2014 (từ số 197 - 276) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2014.429 | Mã HT: H31.09.2014.002739 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên  năm 2014 (từ số 197 - 276) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2014.429 | Mã HT: H31.09.2014.005718 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên  năm 2014 (từ số 197 - 276) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2014.429 | Mã HT: H31.09.2014.008697 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Thông báo của Sở Xây dựng tỉnh Hưng Yên  năm 2014 (từ số 197 - 276)",""
150,"H31.05.02.H31.09.2014.430",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2014.430","H31.09.2014.002386","Hồ sơ Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 01-87)",2014,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2386/index.aspx?am=0,1,2&rf=639253255598826493","[HS 1] Ký hiệu: H31.05.02.H31.09.2014.430 | Mã HT: H31.09.2014.002386 | Năm: 2014 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 01-87) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2014.430 | Mã HT: H31.09.2014.002563 | Năm: 2014 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 01-87) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2014.430 | Mã HT: H31.09.2014.002740 | Năm: 2014 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 01-87) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2014.430 | Mã HT: H31.09.2014.005719 | Năm: 2014 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 01-87) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2014.430 | Mã HT: H31.09.2014.008698 | Năm: 2014 (THBQ: 1) | Tiêu đề: Hồ sơ Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 01-87)",""
151,"H31.05.02.H31.09.2014.431",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2014.431","H31.09.2014.002387","Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 90 - 185)",2014,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2387/index.aspx?am=0,1,2&rf=639253255606951979","[HS 1] Ký hiệu: H31.05.02.H31.09.2014.431 | Mã HT: H31.09.2014.002387 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 90 - 185) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2014.431 | Mã HT: H31.09.2014.002564 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 90 - 185) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2014.431 | Mã HT: H31.09.2014.002741 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 90 - 185) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2014.431 | Mã HT: H31.09.2014.005720 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 90 - 185) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2014.431 | Mã HT: H31.09.2014.008699 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 90 - 185)",""
152,"H31.05.02.H31.09.2014.432",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2014.432","H31.09.2014.002388","Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 186 - 264)",2014,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2388/index.aspx?am=0,1,2&rf=639253255614764306","[HS 1] Ký hiệu: H31.05.02.H31.09.2014.432 | Mã HT: H31.09.2014.002388 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 186 - 264) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2014.432 | Mã HT: H31.09.2014.002565 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 186 - 264) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2014.432 | Mã HT: H31.09.2014.002742 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 186 - 264) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2014.432 | Mã HT: H31.09.2014.005721 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 186 - 264) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2014.432 | Mã HT: H31.09.2014.008700 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 186 - 264)",""
153,"H31.05.02.H31.09.2014.433",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2014.433","H31.09.2014.002389","Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 265 - 368)",2014,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2389/index.aspx?am=0,1,2&rf=639253255622576693","[HS 1] Ký hiệu: H31.05.02.H31.09.2014.433 | Mã HT: H31.09.2014.002389 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 265 - 368) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2014.433 | Mã HT: H31.09.2014.002566 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 265 - 368) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2014.433 | Mã HT: H31.09.2014.002743 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 265 - 368) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2014.433 | Mã HT: H31.09.2014.005722 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 265 - 368) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2014.433 | Mã HT: H31.09.2014.008701 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 265 - 368)",""
154,"H31.05.02.H31.09.2014.434",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2014.434","H31.09.2014.002390","Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 369 - 441)",2014,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2390/index.aspx?am=0,1,2&rf=639253255629920886","[HS 1] Ký hiệu: H31.05.02.H31.09.2014.434 | Mã HT: H31.09.2014.002390 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 369 - 441) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2014.434 | Mã HT: H31.09.2014.002567 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 369 - 441) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2014.434 | Mã HT: H31.09.2014.002744 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 369 - 441) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2014.434 | Mã HT: H31.09.2014.005723 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 369 - 441) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2014.434 | Mã HT: H31.09.2014.008702 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 369 - 441)",""
155,"H31.05.02.H31.09.2014.435",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2014.435","H31.09.2014.002391","Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 442 - 518)",2014,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2391/index.aspx?am=0,1,2&rf=639253255638201929","[HS 1] Ký hiệu: H31.05.02.H31.09.2014.435 | Mã HT: H31.09.2014.002391 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 442 - 518) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2014.435 | Mã HT: H31.09.2014.002568 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 442 - 518) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2014.435 | Mã HT: H31.09.2014.002745 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 442 - 518) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2014.435 | Mã HT: H31.09.2014.005724 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 442 - 518) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2014.435 | Mã HT: H31.09.2014.008703 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Công văn của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 442 - 518)",""
156,"H31.05.02.H31.09.2014.436",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2014.436","H31.09.2014.002392","Tập lưu Báo cáo kết quả thẩm tra của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 01 - 38)",2014,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2392/index.aspx?am=0,1,2&rf=639253255646014510","[HS 1] Ký hiệu: H31.05.02.H31.09.2014.436 | Mã HT: H31.09.2014.002392 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo kết quả thẩm tra của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 01 - 38) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2014.436 | Mã HT: H31.09.2014.002569 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo kết quả thẩm tra của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 01 - 38) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2014.436 | Mã HT: H31.09.2014.002746 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo kết quả thẩm tra của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 01 - 38) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2014.436 | Mã HT: H31.09.2014.005725 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo kết quả thẩm tra của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 01 - 38) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2014.436 | Mã HT: H31.09.2014.008704 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo kết quả thẩm tra của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 01 - 38)",""
157,"H31.05.02.H31.09.2014.437",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2014.437","H31.09.2014.002393","Tập lưu Báo cáo kết quả thẩm tra của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 39 - 78)",2014,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2393/index.aspx?am=0,1,2&rf=639253255653671059","[HS 1] Ký hiệu: H31.05.02.H31.09.2014.437 | Mã HT: H31.09.2014.002393 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo kết quả thẩm tra của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 39 - 78) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2014.437 | Mã HT: H31.09.2014.002570 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo kết quả thẩm tra của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 39 - 78) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2014.437 | Mã HT: H31.09.2014.002747 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo kết quả thẩm tra của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 39 - 78) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2014.437 | Mã HT: H31.09.2014.005726 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo kết quả thẩm tra của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 39 - 78) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2014.437 | Mã HT: H31.09.2014.008705 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo kết quả thẩm tra của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 39 - 78)",""
158,"H31.05.02.H31.09.2014.438",ĐÃ TỒN TẠI (5 HS),5,"CÙNG TIÊU ĐỀ","Có 5 hồ sơ trùng hoàn toàn cả Tên, Ký hiệu và Năm","H31.05.02.H31.09.2014.438","H31.09.2014.002394","Tập lưu Báo cáo kết quả thẩm tra của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 79 - 110)",2014,1,"http://ktdl.soxaydung.hungyen.gov.vn/systems/filesviewdetail/iid/2394/index.aspx?am=0,1,2&rf=639253255661483606","[HS 1] Ký hiệu: H31.05.02.H31.09.2014.438 | Mã HT: H31.09.2014.002394 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo kết quả thẩm tra của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 79 - 110) ; [HS 2] Ký hiệu: H31.05.02.H31.09.2014.438 | Mã HT: H31.09.2014.002571 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo kết quả thẩm tra của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 79 - 110) ; [HS 3] Ký hiệu: H31.05.02.H31.09.2014.438 | Mã HT: H31.09.2014.002748 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo kết quả thẩm tra của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 79 - 110) ; [HS 4] Ký hiệu: H31.05.02.H31.09.2014.438 | Mã HT: H31.09.2014.005727 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo kết quả thẩm tra của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 79 - 110) ; [HS 5] Ký hiệu: H31.05.02.H31.09.2014.438 | Mã HT: H31.09.2014.008706 | Năm: 2014 (THBQ: 1) | Tiêu đề: Tập lưu Báo cáo kết quả thẩm tra của Sở Xây dựng tỉnh Hưng Yên năm 2014 (từ số 79 - 110)",""
